I really enjoyed my stay at The River Hotel! It had a great location. Our room overlooked the Chicago River and we were directly across from Trump Tower. Very cool. The hotel was also within walking distance to almost everything we wanted to do (Millenium Park, Shedd aquarium, the Field Museum, Magnificent Mile, food, etc.). One of my favorite features of the hotel was the free bottles of water. It was nice to grab a bottle and fill it up before heading out for the day. I will definitely be recommending this hotel to any friends traveling to Chicago!	4.0
I have had many business trips to the Kankakee area lately and have used Hilton Garden Inn several times. I have never been disappointed. Staff is always pleasant and very helpful. I look forward to going back.	5.0
We had an excellent stay and was very satisfied with this place! Everyone really enjoyed their room and the hospitality! The rooms were very spacious and super clean! The staff was very professional right from the start and continued through check out. The breakfast was very good and hot! I will definitely continue to seek Best Western as my first... More	5.0
A great place to stay for business travel! Staff is very attentive/friendly. Constantly acknowledging you. Food at bar is top restaurant quality and it's conveniently located. Bartenders are also very friendly.	5.0
We had to quickly find a hotel late at night, after coming to town for a family emergency. Super 8 had room, and so we went ahead and got a room there. The woman at the front desk gave us our key and told us the room number. The exterior of the hotel isn't the best, but I wasn't too... More	1.0
Hotel staff excellent. Breakfast area was converted guest room , which did not accommodate guest . No place to sit , so we left.	3.0
My girlfriends and I celebrated there BIRTHDAY and Recovery in Bmore. It was our first time in the hotel. The staff was excellent especially the Manager(Rozellen) She very helpful in given us the best restaurant and clubs to go to..Only bad thing I didn't like was paying too much for valet parking it was very costly... But overall it was close to the harbor the other end by Fells Street which was great small local shops and bars. If you looking for different view of Baltimore this hotel is where u need to be.. We shall be back in June	5.0
I hate it very disappointed. It is a dump I wouldn't suggest this place to my worst enemy!!	1.0
Nice clean hotel, undergoing some renovations. The staff was very helpful and the breakfast was good , many choices such as waffles, scrambled eggs, sausage and gravy as well as yogurt and hot food was hot. They had great recommendations for local restaurants, Our favorite was the Monkey Town Brewery.	4.0
Not only myself, but my family loved this hotel and we will return again. I would recommend this hotel to anyone who wants good service as well as a nice, clean hotel stay:) The rooms were excellent and very comfortable. The breakfast buffet was awesome and I loved the pool/jaccuzi and computer room. Onsite laundry is recommended as well as the room service. Great location as there were many restaurants nearby. If I could change anything, it would be the structure of the hotel room (to include more privacy for a family of four...door or divider). Best hotel I've stayed at in a very long time!	5.0
Dropped by Pittsburgh overnight on the way to DC. Marriott staff bent over backwards to accommodate us by upgrading our room to two double beds. Bell staff went above and beyond to guide us to PNC Park to take in a Pirates game. Excellent stay!	5.0
I paid extra for a city view and what I got was a disappointing, ugly building right across the street. The extra money spent on having a city view was not worth it. It seemed clean. Nice room.	4.0
I would like to recognize Johnny's patience, professionalism, hospitality and assistance through out my stay here at the Hampton Inn. Given that I myself am in the hospitality industry, I am not easy to please... however, Johnny has been amazing! Thank you! Housekeeping does an excellent job at this hotel. My guest room, as well as bathroom are extremely clean!... More	5.0
We are fans of the Hilton and Hampton Inn hotel chain. Have stayed at many of the properties throughout the US. The positives for the hotel... It is located near many local attractions such as Hatfield and McCoy dinner show, Titanic museum and Wonderworks. The hotel provides a good variety at breakfast time. But now the negatives....When we arrived at... More	3.0
Bad: Construction at hotel, but obviously it has to be done at sometime or another. Realize that was just just bad luck on out part. Thought the price for the hotel was a little high. Good: Nice staff, Luisa from Potugal could have not been nicer.	4.0
Nice stay close to highway	4.0
Quality of this hotel is exceptional. Arguably the best service and quality of room, restaurants and bar that we have ever experienced. The restaurant for breakfast was great and the bar at cocktail time was typical of a New York happy hour, loud and happy.Dear Richard K, We appreciate your review on TripAdvisor of our hotel and we are delighted that you have made The St. Regis Hotel your new home away from home. We will share with our team your praises and we are thankful for your visit. Sincerely, Octavia MargineanHotel Manager	5.0
Quiet neighbourhood, good value for money. They had a pool and waterslide, but we didn't use it.	4.0
Hotelli vastasi hyvin tarpeitamme. Huone oli siisti. Ilmainen kyyti metroasemalle ja kauppakeskukseen oli iso plussa. Aamupala oli keskitasoa.	3.0
Was promised early check-in...didn't get it. One room was partially cleaned. Restaurant was extremely slow, the food was mediocre and pricey. Internet was really slow. Self parking for only 24 per day. Four or five star priced hotel for a two star (at the most) venue.	2.0
elevator broken entire stay, one hour ten minute wait for one hamburger in restaurant, mgr in restaurant quite rude at times.	3.0
Very happy all around, would highly recommend	5.0
My experience was good, the staff was helpful, professional, and happy to help. The hotel is old though, the hotel has done a nice job on keeping it up but the rooms really show their age.	3.0
Pleasant check in, room.smelled.like stale smoke, a few dead bugs on the Floor and had to go through a swarm.to enter the room. There were red stains on.the door that seemed odd..dead bugs Building is fairly.dated but room was updated except.for the bed condition. It was not comfortable at all. The shower was good, hot and strong. Breakfast was very nice and goes until 10am. they needed more seating though for guests. Not a bad hotel..would.probably choose a different one next time.	2.0
This motel is right on the main strip in Cherokee and easy to get in and out of. The front desk was always pleasant and facilities were clean and well maintained. We stayed in a king suite and the room was clean and the bed comfortable. We didn't partake of the included breakfast, but it looked like your usual motel... More	4.0
Pubic hair laid on tub next to shampoo bottles all week. When staying all week room only gets cleaned twice a week. I have been on the road for 25 yrs never had my room cleaned only twice a week. Cob webs on ceiling. Didn't pay 40 a night either I would have expected this at that price.	2.0
I really like this hotel as a first experience in South Lake Tahoe it was pretty good choice, the staff was very friendly and multitasking, the room was clean my family felt good coming to here so I'm happy and sure to make a reservation again in the future, may be with more anticipated time and less cost :) Is... More	5.0
Hotel is very easy to get to. Rooms were excellent as we were there for a shopping trip. Breakfast is a bit crowded on Sunday as most guests are leaving on the buses,other than that no problems	5.0
We had a 1 night stay this weekend on Honeymoon island with our 2 children. The hotel staff was super friendly, the room was clean, beds were super comfortable and the breakfast was great. We will come again. Would love to come during spring break!! :)	5.0
We enjoyed our stay. The staff was very friendly and accommodating. Although the pool hours didn't accommodate our after 10 P.M. arrival, the bartender still served us the length of time we needed to relax after our long journey. Rooms were great, although we wished for an exhaust fan in the bath. 3 people needing showers in the morning necessitated this feature. Overall, we were pleased with our experience.	5.0
The pool is huge my kids love that it is seven foot deep so they can dive in. The hotel is being remodeled and the room they have redone are quite nice, the beds are very comfortable. The staff is also friendly and welcoming.	4.0
would stay at again. clean, comfortable and resonably priced. about a 15 min drive to the beach	4.0
The hotel rooms are very nice, and clean. It would be nice if the rooms had a refrigerator or microwave. Overall I enjoyed my stay and will be staying again in the future.	5.0
Bad: the carpet is damm dirty. Good: It feels like hotel not like any other hotel in Vegas	4.0
We stayed here for 4 days, the staff were very friendly, breakfast was good, rooms were clean, as was the swimming pool. i would recommend this hoel to my friends an family.	5.0
Pulling into the old worn out parking lot, you want to cringe. Just keep coming. The room was clean. The bed incredibly comfortable. Fridge, microwave, clock, coffee with pot and even a few things for breakfast. The price when I was there was 60 dollars a night. I've been at motels where you got so much less for double the... More	4.0
Bad: Non smoking rooms smelt like smoke and just all the cigerate smoke throughout hotel. And room drains slow draining. Good: I liked the lanai restaurant and valet parking	3.0
I love Hilton properties and I always choose one if it is available. This is not the nicest one I've ever stayed in. The smell of cleaning products was a little too pronounced. Things were a little dingy. But the bed was as comfortable as ever and the room was nice.	3.0
This hotel is in an awful area, and the pictures make it look really nice, in reality the pool is tiny and next to a car park, the water was freezing, and the general customer base at breakfast was a little out of my comfort zone. It was an overnight stop for me and I arrived late and left early,... More	3.0
I found the cabin to be very clean everything worked. The fishing was excelent as well.	4.0
The best!! Everything about our trip was excellent! We liked the place so much we added a few extra days!! The breakfast was so good and different each day. The rooms were beautifully decorated and clean and comfortable. Slept like a baby!	5.0
Everything went as planned. Nice free breakfast. The free WiFi was a bit slow, the TV/Cable had some quirks but was manageable (no HD). The pool was bath temperature (Very Warm!). Shower had nice pressure, and the beds were firm but not hard. We had a problem one night with the lock on the bathroom door and the folks at the front desk were helpful.	5.0
Stayed here back in October and planned a wonderful review. I spoke too soon. Of the four couples who stayed here (in our group) only 1 couple did NOT have extra charges placed on his/her credit card. Each of the extra charges were traced back to this hotel - - - for NON-hotel expenses. Luckily my credit card company knows... More	2.0
Our 1st time in Maui was a welcome surprise. This was the start of our six week USA holiday. Spent 4 night and it turned out to be the perfect start to our trip. Highly recommend the Best Western Pioneer Inn in Lahania. It is situated right on the harbour. Cannot stress enough that you should try to book a... More	5.0
Gorgeous contemporary hotel right across the street from Santa Monica Pier. Tons of shopping and restaurants within walking distance. Crazy bathroom showers that are completely surrounded by clear glass and open to the bedroom. Wierd and cool at the same time. But there is a button for the privacy curtain if preferred. Recommend staying on the 3rd floor or higher... More	5.0
Do not stay here!!! THIS IS THE WORST! I had a horrible experience. The hotel is smells like fish. Their is a swamp located outside the door that you enter your room. Management does not call you back when you have problems. I had to call the corporate office in order to get a call back from them.The tub got... More	1.0
This year I went myself, over a blustery weekend in late June. In the past, we had stayed here many times. Outstanding view. Rooms are always in tip-top shape the same for all common spaces and grounds. Friendly, accommodating staff. A wonderful breakfast room, as well. You can count on the Atlantis.	5.0
First time visiting the Hollywood area and were pleasantly surprised with the whole area. Lots of great places to eat nearby and really enjoyed the beach with the chairs and towels provided. Did a lot of walking, especially with the broadwalk so near. Did not realize how important free parking was until we tried to take the car out --... More	4.0
I travel to New Orleans for business about once a month and have the privilege of staying in quite a few hotels in NOLA, but Aloft was a standout, even though is it located very close to most attractions, the staff left us with a bad taste in our mouths. At check in, we were helped by Jermal and it was the worst check in experience I've ever had (even at Motel 6 they at least make eye contact with you and answer your questions). Very cold and not friendly staff with the exception of the valet guys. They were very nice and professional. Once we got to our room, it was clean and spacious. I did not find anything wrong with it except the infamous bad water pressure in the shower and the fact that we only had 2 big towels (All hotels I've stayed at have had 4 big towels) We signed up for the SPG Green Choice at check in so the extra towels would had been nice and we actually never received the 5 vouchers for making the green choice. Aloft has a lot of potential because of their location. I am giving them another chance in late May, hopefully this time they listen to our requests and are more customer oriented.Thank you for staying with us this past week. I would like to apologize for your disappointment during your recent stay with us. I know we certainly have not met your expectations and we want so much to gain back your trust and loyalty. The feedback you provided will allow us to address specific information and in turn provide a superior service for our guests both now and in the future. It is unfortunate that you had a negative experience but we look forward to having you back here with us in May so we can show you how we have used your feedback and show you the hospitality our talent is truly made of!If I can do anything in the meantime, please contact me directly at Dixie.Kraussaloftneworleansdowntown.com.	2.0
A good room at a good rate. Ive seen better breakfast, but I have seen a lot worse. There is plenty of parking, security seems good and the bed was comfortable.	5.0
We chose the place partly part of the bad reviews, we suspected that peoples' complaints might be a little silly and we were right. The room is comfortable, clean, fresh and new. The staff is friendly. Breakfast is nothing to write home about, but it's not important as there's a Denny's right next door.	4.0
We find this Best Western a pleasant place to stop on our way home from Ms. The room is clean and the bed is comfortable. They enlarged the Breakfast room which made it less crowded to enjoy our breakfast, which is very good and we will stay there again.	4.0
My 18 year old nephew and I recently spent 3 nights at Courtyard-Lake Union. We thoroughly enjoyed our stay. The staff was especially helpful and friendly. They accommodated a connecting room request (even with a late arrival), helped schedule a whale watching tour and overall very friendly. The rooms were very nice, clean, and well maintained. The surrounding area has a lot of construction currently but other than that the location is great. It is within walking distance of the Space Needle. I would definitely choose this hotel again.	4.0
Very good for a 2 star hotel. Room were very clean, restroom very clean. Everything was clean at the hotel. The front desk were always nice. The good thing about its location that it is 2-3 min drive from Mall, Wallmart, ets. But the bad thing that Its next to a highway and its hard to walk from there, so... More	5.0
For a weekend getaway this was a bit of a let down. I would recommend for a business traveler which it seemed geared toward, but for a fun couples weekend in the gas lamp it didn't provide any of the boutiquey extras I've come to expect. The room was small and very generic. The bathroom in particular, the tub was... More	3.0
Dated... The room	4.0
Loved the location, service and staff. The rooms were EXTREMELY small. We upgraded to a Deluxe Queen room and was surprised by how tiny that room was. We could not imagine the petite rooms. The staff was accommodating and moved us to a handicapped King room which had much for space for nights 2 3. The hotel is old,... More	4.0
The RI is a cute town house looking community located between both freeways and 10min from campus. They have an outdoor pool. tennis courts, small 3 machine work out room. The hotel room states that the hot water is lacking and is limited so forget about taking that nice relaxing shower after a long day if more than one staying... More	3.0
Great Room! We came to Scottsdale to sight see, service was great, Front desk, house keeping and the Bistro( Mauro and Ed were great) went out of there way to make us feel comfortable! Hotel is very Quiet.	5.0
I have never been so impressed with the customer service of a hotel. Every single staff member went above-and-beyond to make us feel like we were the most important guests in the hotel. I have traveled all over the world, and have never been more impressed with the level of hospitality provided at the St. Regis in NYC.Dear Julie D, A complimentary review such as yours is always welcomed. Thank you for taking the time to post your comments on TripAdvisor. I sincerely look forward to welcoming you back to The St. Regis Hotel New York in the not-so-distant future.Sincerely, Octavia MargineanHotel Manager	5.0
Just an amazing place. You are treated like a king all the time. This place has ruined me for all other hotels. I am going again this weekend and cannot wait. Maria Christine Duhon and Liubov were amazing. They took care of everything and made sure my wife and I were happy. I highly recommend the St Regis.Dear da0987654321, Thank you for your recent review on TripAdvisor. We truly appreciate you taking the time to detail your experience, and we are so pleased that you had a wonderful visit at The St. Regis New York. We will share your comments with our team members, and we are grateful of your praises.We look forward to welcoming you back as our guest in the near future!Sincerely, Octavia MargineanHotel Manager	5.0
Traveling across country and stopped for the night at the comfort inn Washington PA. Hotel is fine however if one would like to watch HBO forget it. No one could figure out how to get HBO to work in my room or my daughters room. This place is fine if you don't want to watch you favorite sporting event or... More	2.0
Nous avons passe une tres belle semaine a cette hotel, tres propre, personnel courtois, belle chambre il manque rien, 20 min. de la plage les dejeuner etait correcte.	5.0
We were in Colorado for soccer tournaments and this hotel was in close proximity to the Aurora Sports Complex. This staff at the hotel were friendly and helpful. There are several restaurants within walking distance and it also offers a shuttle to the airport. I would recommend this hotel and will stay there again the next time we are in... More	5.0
Perfect accommodations with friendly service at a great value. We are frequent guests at various Hilton Gardens and have never been disappointed. The whirlpool suites are worth the extra money. We also splurge on the breakfast package the omelets are wonderful.	5.0
Our flight was cancelled due to the Southwest computer debacle of July 2016 so we needed to find rooms with very little notice. Fortunately the Hampton Inn Suites Denver/Airport-Gateway Park had space for us. After I returned our rental car Hampton sent a very luxurious shuttle bus to pick me up at the airport. The hotel was within convenient... More	5.0
The worst television design I have ever seen in any hotel. I'm a very frequent traveler and have stayed at MANY 4 and 5 Star hotels. I have never encountered a television that had no video inputs for guests. Most hotel televisions have an extra HDMI input on the side, older hotels will have analog video inputs. (But they ALL... More	3.0
The hotel is a bit pricey for MY pocketbook but I think it's because of the time we went (Capital Jazz Fest). However, for all they offer it was worth it.	5.0
The familial Ohana spirit of Hawaii is exuded by the staff of Ocean Tower Hotel in Waikiki. My fiance and I have made 3 trips in total to Honolulu and this by far was the best experience with a hotel there because of the very warm welcome and service provided by the staff at the Ocean Tower Hotel.Leonor in particular (and as mentioned by numerous reviews here) made us feel more 'at home' than at home.Also, as mentioned by previous reviewers, the hotel is undergoing renovations to update and modernize their rooms. The renovations were not felt or noticed by us... there was no noise and construction people noticed during our stay 05/19-05/26. We got a personal glimpse of some of the completed new rooms and what we saw indicated 5 star quality.. tile floors, Asian influenced decor, new furnishings, state of the art TV and projectors, lighting, top of the line bathroom fixtures. Once available (by end of the year we were told), I am selfishly hoping the rates would not be too different as I would love to come back to stay in those new rooms!Everyday after an exhaustive tour or beach excursion during our stay, we were extremely impressed by the clean bedding, clean bathroom and air conditioned room we returned to. Not once did we have a single complaint about the room or hotel facilities. We did at one point need the use of a microwave to heat some food and the hotel staff was happy to allow us the use of theirs.	5.0
Excellent customer service and very easy check in process. The rooms are spacious and beds are comfortable. The location is great for not only the convention center, but is a quick subway trip or walking distance to most of Philadelphia most famous attractions. And having the Reading Terminal Market directly across the street is a great added bonus. There are several very good dining choices very close by. The added security of having to use your room key to enter the hotel and use the elevator is a great feature. Overall, this was a great hotel stay and recommend using Home2 Suites. We will definitely look forward to staying here again .Dear saturn445,I would like to thank you for choosing the Home2 Suites by Hilton Philadelphia for your recent stay. I appreciate all of your great comments and I am glad you enjoyed your stay with us! With so many choices here in center city Philadelphia, we greatly appreciate your business and look forward to welcoming you back soon, until then...With Hospitality,Jason Bloom General ManagerHome2 Suites by HiltonYour Second Home Away From Home	5.0
The staff were delightful and most helpful, with special mention of the front desk! Check-in was a struggle for the staff - quite a few people arrived at the same time. Fortunately for us we were related or attending the same event and were not frustrated or anxious, but there was one person at the front desk. It was unfortunate... More	2.0
Clean hotel, friendly service, but breakfast isn't included. This hotel is located outside BWI airport, which is great if you're flying out of BWI. But being about 10 or so miles outside Baltimore, it made it extremely inconvenient to get to downtown Baltimore from here. The light-rail train took us almost an hour from Penn Station, and that was just to get to BWI, not even to the area where all the hotels are. Really inconvenient without a car.	4.0
Room and hotel was better than expected and employees could have not been more friendly!!!	5.0
Came for a sporting event. Hotel is old and dated but clean. They are in the middle of renovating it.	2.0
I agree with everybody that rated this hotel low. It is pretty bad my wife did not feel safe and the room had a musty smell. Staff was ok but location and people around was scary. We ate our dinner and promptly left. Did not even bother try to get our money back.	1.0
The room was clean. The pool was a little small and lots of people were using it when we stayed. The desk employees were very nice. The hotel is a little bit older but still worth the stay. We were pleased.	4.0
The room was great and the lady at the front desk very helpful and nice. Only main complaint was that it was very warm in the lobby area. Couldn't really relax because it was so much more warmer then the other floors.	4.0
I've come to expect an excellent level of comfort at Hilton brand hotels, and this Hampton Inn did not disappoint! Spotlessly clean, with friendly staff, free breakfast and comfortable rooms. This hotel also has a shuttle service to downtown Newport, which is very convenient, since parking is at a premium during the summer season.	5.0
Meet my needs for a hotel near the airport. Hotel shuttle to airport convenient, included breakfast available at 5:30 am, room was comfortable and clean. Only problem was the phone did not work and they had no staff to deal with that problem when I arrived at 1 am. The staff did agree to knock on my door in lieu of a wake-up call - which allowed me to make my early morning flight.	4.0
comfortable and hospitable...would definitely stay here again....a great value!	5.0
Good: Excellent breakfast	5.0
The staff were attentive and welcoming. The river view lovely. The room was not comfortable. The bed needed replacement as did the linens. The space was taken up with long shelves w pillows. Seating would be better .	2.0
Location: great location by nice cafes and little shops. Facility: nice facility with a big gym, roof top heated pool, a nice restaurant and a gift shop. Check in: very fast and informative. Room: nicely sized room with all the amenities that you need but dated decor. The view from the room was on Hollywood hills. Concierge service: Seph was... More	3.0
Le stanze avrebbero bisogno di una ristrutturazione. Location strategica Colazione nella media	3.0
We had a very nice stay at Comfort Inn in Fort Morgan - everything was great employees were pleasant and accommodating, room was updated, pool/spa temperatures were perfect and the free breakfast offered hot choices.	5.0
Finally Made a reservation with Omni after many attempts. Their reservation system would put call on hold for a long time. Should have been a warning on things to come I finally called the front desk and they connected me to reservations. Made a reservation to check in May 28th, three nights. Requested early check in This was a special... More	1.0
The breakfast was the only disappointment. Hard boiled eggs,sausage that the attendant had to warm in the microwave and add to the serving dish and then it was not hot. I was surprised to see her put the freshly warmed on top of the sausage already in the pan that was serving temperature. I was taught to remove old and place new in bottom and first cooked on top. The area is very small also. Train is close when it comes by in the night and may disturb others but we like trains.	4.0
Stayed at the Charles Hotel over Christmas / New Year with the family. The room, staff and hotel in general were brilliant. I particularly recommend the hotel restaurant, Henrietta's Table, serves marvellous locally-sourced food.	5.0
Entire hotel smelled like an ashtray. The garbage can in the room was full from the previous occupant and no TP in the room. Other than that, it was just ok.	3.0
The staff at the hotel were all so friendly and welcoming. Bed was extremely comfortable and the noise level was great, barely heard anyone in the hallways. The bathroom had some water damage in it and the room was a bit dated but, nothing terrible. Would definitely stay here again.	4.0
Staff was friendly and efficient especially when transporting to and from the airport. Service was quicker than using the long term parking at the airport. We will definitely stay here again when flying out of KC airport. Bed was comfortable and for the price it was nicer than other places we have stayed. Our only complaint was the bathroom floor... More	3.0
The rooms were very spacious. The beds were very comfortable. The breakfast was tasty with a variety of items from breakfast sandwiches, cereal, oatmeal, waffles, bagels, various juices, fruit, and yogurt. The amenities were plenteous. My family and I thoroughly enjoyed our stay and will return when we come back to the area.	5.0
My wife and I have stayed at the Bay Pointe Inn several times in the past 6 years that we have been married. We stayed there the night of our wedding and as anniversary stays on a couple occasions. We have enjoyed the experience every time. Courteous staff, nice clean sharp accommodations and a very nice restaurant.	4.0
First off, the bed was super comfortable. But... Room cleanliness could be better, linens stained, breakfast worse than most, on the very end of strip bordering sketchy neighbors. Lots of other choices in area.	3.0
Absolutely like the laminate floors in the rooms instead of carpeting. You can sense clean instead of what can be in carpeting. Rooms are pretty standard fare but not cramped. Fairly quiet area - off the interstate a slight distance but not out of the way with good connecting north south state highways. Staff did everything to make the stay... More	4.0
Short stay and close to metro. The hotel shuttle to the metro station was great.	5.0
Nice place convenient to airport before or after a flight. Airport shuttle between airport and hotel. Parking available short and long term. Comfortable room with sofa and work desk. Good burger place just across the parking lot.	5.0
The rooms were clean, but the hotel was more functional than inviting. The pool was small and always occupied(if more then 7 people in was crowded, it seemed) so we did not use it. Our family lived close by so it was convenient but is in middle of nowhere(although the area is being built up) if the feel was less functional and more inviting then I would have given 5's the breakfast was worth the extra money I paid for the rooms(as compared to another hotel without it).	3.0
I was very happy with the service and cleanless of the hotel..	4.0
Bathroom needed maintenance to the sink and tub was pealing. Nice furniture and room was nice. Front desk attendant was paying more attention to her phone than the customers. No bottled water available at the concessions. Ice machine broken on 2nd floor. Overall I like this Hotel was just a little disappointed in the services offered.	3.0
We booked Aloft because it is next to DPAC which was very convenient. We parked in their parking deck and everything was within walking distance including restaurants, Durham Bulls Athletic Park, and of course DPAC. The room was clean, I was very pleased with that! The lobby area had a breakfast room and other things you could purchase throughout the... More	4.0
Pros: the location is awesome, the room size is great, the bathroom is nice also with a nice tub. Bad: the style and furniture starts to get really old, no breakfast despite the high price, the price is high, nothing exeptionnal... We were 4 people and so 4 reservations. Unfortunately one was missing. It was 1am so very bad surprise.... More	3.0
Staff was very friendly. Lifeguard went out of his way for us as did all of the staff. My kids loved the little gift shop. Food was good with egg burritos, pancakes, sausage and lots more. Housekeeping did a great job with our room despite our kid's mess. Hotel has some older architecture that was very charming. Overall, great experience.	5.0
Just spent last weekend of October at Gateway in Cooks Forest and really liked it. First, the setting is lovely....fall in Cooks Forest is the time to go. We could smell the woodsmoke as soon as we entered the lodge, dusk was falling, and little chipmunks scurried across a bank of rocks illuminated by the lodge lamps. Get there before... More	5.0
Very friendly service. One of the best values in lodging today. Excellent rooms. Hope to stay here again. If you like a small town atmosphere and down home service, look no further. The large undercover seating area is great for visiting or just relaxing.	5.0
The name inn really does not represent them and devalues their name. Resort would probably fit better because of all the amenities and all that they have to offer. We were married there in 2012 and stayed there multiple times since 2010, so maybe we are biased)	5.0
